Longitude Latitude Value
60.383667 24.101089 0.478155
60.413238 24.101089 0.480066
60.442809 24.101089 0.481152
60.472380 24.101089 0.482922
60.501951 24.101089 0.484301
60.531523 24.101089 0.486318
60.561094 24.101089 0.489057
60.590665 24.101089 0.491363
60.620236 24.101089 0.494153
60.649808 24.101089 0.496922
60.679379 24.101089 0.499182
60.708950 24.101089 0.502298
60.738521 24.101089 0.505804
60.768093 24.101089 0.508349
60.797664 24.101089 0.510605
60.827235 24.101089 0.512852
60.856806 24.101089 0.514897
60.886377 24.101089 0.516502
60.915949 24.101089 0.518679
60.945520 24.101089 0.521199
60.975091 24.101089 0.523713
61.004662 24.101089 0.526544
61.034234 24.101089 0.529083
61.063805 24.101089 0.531924
61.093376 24.101089 0.535528
61.122947 24.101089 0.538814
61.152518 24.101089 0.541048
61.182090 24.101089 0.542139
61.211661 24.101089 0.543557
61.241232 24.101089 0.544567
61.270803 24.101089 0.545999
61.300375 24.101089 0.548489
61.329946 24.101089 0.550596
61.359517 24.101089 0.552258
61.389088 24.101089 0.554296
61.418660 24.101089 0.556705
61.448231 24.101089 0.559415
61.477802 24.101089 0.561427
61.507373 24.101089 0.563598
61.536944 24.101089 0.565972
60.206239 24.107232 0.455201
60.235810 24.107232 0.458830
60.265382 24.107232 0.462493
60.294953 24.107232 0.466219
60.324524 24.107232 0.469937
60.354095 24.107232 0.473547
60.383667 24.107232 0.477347
60.413238 24.107232 0.478676
60.442809 24.107232 0.479761
60.472380 24.107232 0.481438
60.501951 24.107232 0.482923
60.531523 24.107232 0.484920
60.561094 24.107232 0.487516
60.590665 24.107232 0.489732
60.620236 24.107232 0.492428
60.649808 24.107232 0.495248
60.679379 24.107232 0.497510
60.708950 24.107232 0.500950
60.738521 24.107232 0.504273
60.768093 24.107232 0.506641
60.797664 24.107232 0.508968
60.827235 24.107232 0.511118
60.856806 24.107232 0.513152
60.886377 24.107232 0.514642
60.915949 24.107232 0.517304
60.945520 24.107232 0.519388
60.975091 24.107232 0.522164
61.004662 24.107232 0.524560
61.034234 24.107232 0.527171
61.063805 24.107232 0.530265
61.093376 24.107232 0.533682
61.122947 24.107232 0.537340
61.152518 24.107232 0.539264
61.182090 24.107232 0.540409
61.211661 24.107232 0.541511
61.241232 24.107232 0.542876
61.270803 24.107232 0.544310
61.300375 24.107232 0.546796
61.329946 24.107232 0.548621
61.359517 24.107232 0.550456
